,Unnamed: 0,docid,text_data,dupe_count
2389,1665119,5035352,"I support strong net neutrality. I want ISPs to stay under title two legislation. Saying that companies will willingly not adjust speeds or interfere is just ignorance. We live in a capitalistic society and that means that we run on competition, so of course companies would take advantage of that, it's just good business. We need to stop it now! It needs to stay under title two in order to preserve the ability for all to achieve the same possibilities which is what America was built on. It is also important for education so that everyone has access to the same information and it is accessible for everyone.",-1.0
2390,1912428,7553297,"Do not end neutrality for the internet .. 
Karen Jones ",-1.0
2395,2270779,8242310,"Our family can not afford extra fees. Stop making everything for the rich. Please reconsider this. Life is hard enough as it is.
Sharol Nabarro",-1.0
2398,117721,222694,I support net neutrality. ISP need to be regulated under title 2.,-1.0
2399,82036,171948,I strongly support Net Neutrality under Title 2.  Please keep the net free and fair to all.,-1.0
2400,2885770,14221304,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Sherman Hoover",-1.0
2402,279547,581035,I support strong net neutrality backed by Title 2 oversight of ISP's.  Ajit Varadaraj Pai says hypothetical situations of limiting consumer access to certain content is only hypothetical. This is untrue. We've already seen cellular companies limit access to competing products over their networks.,-1.0
2407,2229342,8142856,I will specifically select to vote out all of my representatives who oppose net neutrality.,-1.0
2408,2355117,9007549,"It is important to keep the internet open and accessible to everyone, without the restrictions of speed caps and censorship.",-1.0
2410,2378868,9098491,"I don't think companies should be able to charge variable amounts, via taxes or any method, to websites or me for access for fast lanes or access to specific webpages.",-1.0
2416,35764,80204,I strongly support Title 2 regulation of internet service providers. Net Neutrality is crucial to the economic success of the country.,-1.0
2419,1701790,6442990,ISP's (Internet Service Providers) should be regulated IAW (In Accordance With) Title II.,-1.0
2421,502645,2043767,Please fight to keep the net neutral.,-1.0
2422,1640125,5004592,I believe that the Internet should be viewed as a public utility and that no company or institution should be legally allowed to favor any communication over another for any time or for any reason except in the prosecution of malicious network use. To allow any undermining of net neutrality is to invite the for profit segregation of net traffic and the content of that traffic to the detriment of the public at large.,-1.0
2423,284450,599443,I specifically support strong net neutrality backed byTitle 2 oversight of ISPs,-1.0
2427,2092580,7860587,This is the beginning of the end for freedom. We must take a stand and stop it NOW or it will be too late already,-1.0
2430,194509,360167,"Please don't allow ISP's to be assholes to everyone. They already fuck US citizens and other countries have much better internet access than most people in the US. Don't kill the important parts of net neutrality.

Keep ISPs under title II regulations",-1.0
2431,150286,269302,I strongly support maintaining net neutrality laws. A free and open internet that offers information to anyone who seeks it is the only way forward. Anything less will undermine our way of life and our pseudo-democratic system of government.,-1.0
2433,1870448,7408005,I support net neutrality. Efforts to end it are inherently antithetical to a free and democratic society.,-1.0
2437,2328486,8687564,Keep my Internet from being bamboozled you motherfuckers you!!!,-1.0
2439,1773799,7155664,Stop sucking big business' dick like you have been for the last 200 years and realize the populous doesn't want further restrictions on the internet.,-1.0
2451,1602050,4951022,"Etsy Shop https://www.etsy.com/shop/WhatKnotShop

The FCC's chairman Pai's proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine.

As an Etsy seller, net neutrality is essential to the success of my business. 
The FCC needs to maintain the regulations that ensure equal opportunities for microbusinesses like mine to compete with larger and more established brands.

Etsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai's pay-to-play environment would create significant obstacles for me and other Etsy sellers.

Moreover large organizations such as eBay, Amazon, and other big companies will have an even bigger advantage over smaller platforms because they will negotiate deals with ISPs to place products for their sellers on top.

My business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online.

We need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC's proposed rules.

I'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine.

Thank you!
George Hutchinson",-1.0
2456,2398638,9268363,"I oppose Chairman Pai's proposal to reverse net neutrality protections. A free and open internet is essential to our democracy, our businesses, and our daily lives.



Net neutrality is a vital principle in a democratic society. The biggest losers under Chairman Pai's proposal are independent news outlets, small businesses, and start-up blogs, along with everyone who uses the internet. 



I refuse to keep quiet while mega-corporations gain control over the information we consume every day. Chairman Pai's pay-to-play model would give large internet companies the power to prioritize what we read, watch, and explore online. Instead, I hope YOU will prioritize my and others' access to the resources and information of an open internet over those companies' plans to enrich themselves at our expense. 



I submit my public comment to oppose Chairman Pai's proposal to reverse net neutrality protections.",-1.0
2460,1861693,7387078,"The opportunity to access all aspects of the internet should remain open to Americans. This mean not imposing laws or regulations that limit net neutrality. Please do not institute regulations that support paid prioritization, website blocking, ""fast lanes"" and ""slow lanes"". Such regulations limit innovation and threaten free speech.",-1.0
2463,2807051,10956354,Net Neutrality is better for the people.  This is what we want.  It doesn't matter what corporations want.\r\nSteven Robbins,-1.0
2464,343312,765230,"I strongly support maintaining net neutrality and Title 2 enforcement of it.
Thank you",-1.0
2465,2854294,12142845,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Elvia Davis",-1.0
2472,1903968,7524108,I require strong Net Neutrality rules for my freedom to fight the tyranny and greed of ISP's and big corporations. I demand competitive competition for an unrestricted and open internet. I don't want my internet to feel like a advertised theme park ride that has paid advantages and unpaid disadvantages. Throttling my usage based on your agenda's is an abuse of power and is unconstitutional. Ajit Pai hates freedom and fair trade. FREE THE INTERNET!,-1.0
2473,85578,177196,"I strongly support Net Neutrality and keeping ISPs subject to Title II. I have hear that your Chariman is contemplating reversing this classification and significantly de-regulating ISPs. This would be a grave mistake and I stongly oppose any such plans.

Also, I see that you have apparently tried to make this comment process more difficult than it needs to be. I don't appreciate this apparent effort to censor unfavorable input.",-1.0
2478,4044,11108,You know who tries to impede people's access to information? Those who think themselves your master. I can't believe corporate censorship is even being considered. Tge fact that y'all are doing it in parallel with Turkey's shutdown of Wikipedia is even more of an embarrasment. Comcast is one of the most hated entities in the country and you think they should have say over more of our lives? If this passes you can fuck right off.,-1.0
2483,494376,2013052,because I've found people with similar interests to mine,-1.0
2484,1799556,7257376,Please do not repeal the net Neutrality rules.  I am for a fair access to all websites and applications.  We cannot allow ISPs the ability to limit the speed of access to websites of their choosing.,-1.0
2488,2275463,8268153,Please keep internet service providers from favoring certain sites by intentionally speeding or slowing down user access.,-1.0
2489,504679,2050040,"I support strong net neutrality protection enabled by the title 2.  Preserve these rules.  They are good for consumers, and make the isps behave the way they should.",-1.0
2492,166599,310822,"I support a strong Net Neutrality policy with full Title II backing. It is a joke to think that ISPs will just promise to provide fair and equal service to all, without any legal requirement to do so.",-1.0
2493,1842842,7357581,We need net neutrality for everyone!!,-1.0
2494,1483146,4444085,"Dear FCC and Staff,
Hello. I hope you are having a nice day. I am writing to let you know that I support Net Neutrality and Title II. Please keep these open internet protections in place. Thank you so very much.
Best Regards,  Ms. Neilson",-1.0
2496,2268636,8230774,"I OPPOSE the Chairman's proposal to reverse net neutrality protections.  I am a recent graduate of University of Kansas School of Business and have been working in the Audit industry for over 3 years.  The biggest asset in both my academic life and my professional life has been my open access to the Internet.  The open internet which was protected by the previous Net Neutrality laws have also increased my trust in our e-commerce.  Consumers should have equal access to all services and products provided on the Internet; options shouldn't be limited or intentionally-manipulated.  For these reasons and more, I OPPOSE the Chairman's proposal to reverse net neutrality protections and do not agree that the access to services and businesses on the internet should be at the discretion of Internet Service Providers (ISPs).

My constant use of the internet in college has fine-tuned my ability to research subjects and problem-solve in new ways.  As a Business student, many of our projects focused on innovation and the benefits of equal opportunity in the market-place.  Time after time the students and I came across innovative entrepreneurs who benefited from Net Neutrality laws (Netflix, Hulu, Amazon Prime, etc.).  Handing the power to dictate the internet-traffic-flow would not have benefited these companies.  Netflix is an example of innovation in the Video-Rental market which then spurred their competitor, Hulu.  My favorite part of this example is how Amazon adapted their existing infrastructure to ""make their mark"" in the video-streaming market as well.

I continue to use the internet to research subjects relevant to my job.  As an IT Auditor I come across products, vendors, SEC Regulations that are relevant to the execution of a Financial Audit.  I depend on having access to the best search-engine when I access the internet and I place a certain amount of trust in the choices I make.  A recent example of this is the litigation Google is facing by the EU.  Google was found to be intentionally-manipulate the results of consumer-searches which in-turn limited the choices a consumer had in the internet marketplace.  This has decreased my trust in Google as a provided of fair search results.  The same concept applies here with ISPs and my trust in the open internet.  Please consider the millions of people who benefit from the internet and strike-down the Chairman's proposal.",-1.0
2507,2942411,22076469,"To Whom It May Concern,

The internet is a basic necessity for me and others like me in my community. Without the open internet, we lose our ability to tell our own stories, find opportunity, and define our own destinies.



I believe internet providers should NOT have the power to discriminate against certain types of content Ñ especially since people of color and other marginalized folks will suffer the most.



I'm urging FCC Chairman Ajit Pai to preserve real Net Neutrality under the FCC's existing rules and keep broadband internet access classified under Title II. This is common sense. There is no reason to close opportunities for people of color and those whose are struggling financially other than to serve special interests and corporations. 

This decision will affect millions of people around the country who depend on an OPEN and FREE internet that is available to ALL. Now is the time to stand up and support an open internet for all.

Thank you,

Antonio Triana ",-1.0
2508,137039,249651,"My family and I strongly support strong net neutrality. Leave the internet the way it is !!

Thanks",-1.0
2513,295730,629650,"I would like to ask that the FCC protect Net Neutrality and Title II - the Internet is something that should be accessible and available to everyone with no risk of intervention by any individual or company compromising the user's experience. It is the responsibility of the FCC to ensure this is protected for all, that the PEOPLE are prioritized, not the private sector. 

Thank you for your time and support on this matter.",-1.0
2515,2883904,13957766,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Karen Chase",-1.0
2516,2884522,14046910,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Arlene Carroll",-1.0
2517,1742161,7076367,"Entrepreneurship requires opportunity. Rolling back Net Neutrality, by definition, places roadblocks in the path of those who cannot afford to compete with the extant commercial giants and creates an unlevel playing field in which new players simply cannot compete.

I would rather see tax breaks for ISP's as an incentive to maintain Net Neutrality than create a bidding war over access to consumers.

Keep it simple. Net Neutrality ensures equal access to both consumers and vendors. No additional regulations or enforcement needed. Once you remove that mandate, free trade gets run over by wild west economics, and it will takes years if not decades to get sufficient regulations in place and enforced before anything approaching a fair marketplace could be re-established. Almost 250 years of capitalism have shown that if a system can be abused for profit, there are always those who will find a way to do so. Why open the door to a new flavor of monopolies and tie-ins when we have, as a society, spent the bulk of our history trying to create a fair marketplace that fosters competition?

Don't turn the internet into yet another battlefield for class warfare. Equality is worth fighting for. Keep Net Neutrality.",-1.0
2518,488295,1781296,"""Dear Express Restoring Internet Freedom,
 
 As an American I support a fast, free, and open internet. Please do everything you can to undo the rules that President Obama put in place to slow down and control the internet. Please end the Title II regulations that are set to stifle or limit the internet.
 
 Regards,
 Richard Wolff
 740 Pinewood Ave
 Pocatello, ID 83202""",-1.0
2520,260296,481423,"I support keeping the existing Title II regulations for the Net Neutrality. Please keep the internet free from big-money interests and let the small guy have same change as biggies like Google/Amazon.

Taking these rules away will create a gatekeeper who extract heavy rent just for transporting bits and not providing any additional service.",-1.0
2521,170558,320663,Please preserve net neutrality and title II. Thanks,-1.0
2529,1484923,4446377,Maintain net neutrality for a fair market.,-1.0
2530,1978833,7668859,"As a small business owner, I am strongly opposed to any proposal that will allow ISPs to prioritize traffic to the highest bidder. Please maintain net neutrality as is. There is already a significant lack of competition among the ISPs. This proposal would give more power and control to ISPs to the detriment of consumers and innovators like me. This proposal is anti-innovation.",-1.0
2532,1658536,5024027,"The Internet has become this country's access to the equivalent of the community billboard.  For better or worse, it should not be controlled by any commercial interest, no matter how well presented the intention.  ",-1.0
2533,241873,445166,PLEASE preserve net neutrality and title 2.  The powerful already have too much power as it is.,-1.0
2537,235546,432911,I urge you to preserve strong net neutrality that is backed by Tiltle II. This is essential to our democracy.,-1.0
2541,2152598,8002126,Stop potting corporation rights above citizen rights.,-1.0
2543,1945340,7618907,"I would like to express my disapproval of this proposed rule making. While I generally agree that a free market approach might lead to better services being provided, a large majority of US households does not have access to multiple providers. Specifically, in June 2016, only 12% of households had more than one ISP offering 100Mbps downstream and 10 Mbps upstream. This paltry choice to consumers suggests that competition is largely non-existent . As such I do not believe that the reduction of regulatory burdens on ISPs will result in more competition and benefit consumers, but rather will result in a worsening of services.",-1.0
2545,57847,135386,I support a strong neutral internet protected by the Title 2 oversight of the FCC,-1.0
2550,2897521,16443691,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Anita Roach",-1.0
2553,192930,357569,"Don't remove net neutrality, its necessary to keep the First Amendment intact.",-1.0
2555,1840420,7353783,"I can't believe that we actually have to write in telling you that we want to keep net neutrality. This is absolutely ridiculous. ISPs should have absolutely no influence on my online experience, why does this even need to be said!? Keep net neutrality, it is that simple. I assume you can see how ridiculous it is that you would even need to take comments on this.",-1.0
2556,1808474,7271511,"Don't you DARE scrap net neutrality.  Can't you see the damage this will do to a free and open internet?!  As it stands right now, when it comes to the websites I go to, search browsers I use, how I express my freedoms online, I'M the one who chooses.  ME!  Not you!  Not my ISP!  No greedy corporation!  ME, THE CONSUMER!  If you bend the knee to greedy ISP's who would sell prioritization to the highest bidder, then you are either a corrupt coward taking money from these corporations, or a blithering imbecile too stupid to realize the damage you will cause to the standard of freedom.  Do NOT give this power away.  Whatever good you think will come from this, it will NOT compare to the bad.",-1.0
2557,362676,961651,"I support ""Net Neutrality"" & preserve Title II",-1.0
2559,1631348,4995286,Net neutrality is essential for a free and open internet.  Please protect net neutrality!,-1.0
2560,2357456,9010984,The free Internet is amazing.  Why ANYONE would want to destroy it baffles me.  Money?  Greed?  Shortsightedness?  Try being on the right side of history for a change and do what the people of this country want done - protect Net Neutrality!!!!,-1.0
2563,1929650,7596056,The internet needs to be open and free. That's what makes it great.,-1.0
2565,1845275,7361518,"Keep the internet in the hands of democracy, not the hands of big monopolies/corporations.",-1.0
2571,84981,176257,"I urge the FCC to keep strong net neutrality rules by maintaining title II classification of the internet. Paid prioritization will further impact an already monopolized industry that leaves me with two overpriced and poorly maintained options - comcast and century link in my region. No fast lanes! These companies have already failed to meet the agreements they have made with local governments to provide updated infrastructure, while continuing to raise rates year over year through obvious and falsified fees, forcing the consumer to carefully police a purposefully confusing rate structure document with no assistance and almost no alternatives for competitive providers. Do not hand them the obvious opportunity to further gouge what has become an essential right to undisrupted information in the country and the developed world.",-1.0
2573,1725713,6522814,"I sell crafts on Etsy, which would never have caught the public’s eye if ISPs could favor Amazon or eBay for any reason. I buy Internet access to get an email address, cloud storage, anti-virus software, other online services, & reliable access to all the Internet offers at fast speeds for an affordable price. I only had one choice of provider that offered these things. The FCC should have an overseeing role.  This role should include ensuring that consumers are protected from, among other things, invasions of their privacy, fraudulent billing and price gouging by their broadband providers.",-1.0
2576,174682,327621,‪I specifically support strong net neutrality backed by Title 2 oversight of ISPs.‬,-1.0
2577,2930457,21823336,I feel strongly that over turning the current regulations would hinder the innovation and overall viability of technology companies. This would hurt the economy. People lives would be hindered getting access to conent useful in everyday life.,-1.0
2578,53906,129569,Don't kill Net Neutrality or revert from Rule 2 to Rule 1. Do your jobs and protect the internet and free speech!,-1.0
2582,182200,340230,"Internet Service Providers cannot be left to police themselves.  Pursuit of profit and struggle for survival will force these companies although good intentioned, to throttle up or down competing services to generate more capital.  When they throttle down a startup Internet company it would be as if Verizon ""owned"" the street where they had just hung their shingle.  And Comcast or another ISP modified the street lights and sidewalks so no foot traffic ever passed their new store.   Innovation through startups will be dead.",-1.0
2583,1778780,7189731,"The ability to free access any aspect of the internet is what has contributed to its massive growth. Companies like Netflix, Facebook, and other smaller startups are only possible due to this freedom. By taking away power to freely browse from the consumer, you risk stifling the growth and innovation of new businesses.",-1.0
2585,129057,238647,I support net neutrality backed by title II regulation of ISP,-1.0
2589,262352,484242,"Please stop doing what is best for business and do what is best for the people and consumers.
I support Title 2",-1.0
2595,2366117,9032207,"As an educator, the free access to information that the internet provides is pivotal to our society.",-1.0
2596,529467,2170769,"The FCC must preserve the core principles of net neutrality as articulated in
the 2015 Open Internet Order and maintain the Title II classification of ISPs. 
Millions of citizens from all political backgrounds support this, so the FCC
must do the right thing and leave the Open Internet Order and Title II
classification as-is to truly preserve an open Internet and equal access for
all.",-1.0
2597,2237160,8151200,I believe net neutrality is important for the health of the economy and our society.,-1.0
2603,239318,440985,"I very strongly support strong Net Neutrality, backed by Title 2 oversight of ISPs.  Thank you.",-1.0
2604,2350886,8993911,I don't want my ISP determining what I can or cannot do on the internet.,-1.0
2605,35475,79832,"I strongly support net neutrality backed by title 2 oversight of isp's.  I consider the internet as a basic utility, like fresh water or electricity.",-1.0
2607,2937335,22027381,"So, you want for-profit internet, okay. Tell that to the broke college students who need to research but can't access it due to extremely slow internet speeds, and tell them that bleeding every last drop of money dry from them is more important than an education. Tell them. I dare you.",-1.0
2608,94385,189910,Leave our net neutrality rules alone!!  Leave obama era net neutrality policies in place. No changes to net neutrality rules!,-1.0
2611,520409,2150836,"I support strong regulations on ISPs in order to help preserve an unbiased and free internet.This issue is not a partisan one, but one that everyone deserves to have access to.",-1.0
2613,1888151,7479279,"The internet should stay free of corporate control.
Jorge Escobedo",-1.0
2617,489862,1819376,Oppose the repeal of net neutrality. Cable should not be allowed to give preferential treatment to Corporation.,-1.0
2620,135516,247534,I support strong net neutrality backed by Title II oversight over ISPs. The Internet will not be sustainable without it.,-1.0
2621,491988,1984552,Please do not kill net neutrality. It is very important to ensure it is more than a voluntary agreement.,-1.0
2622,44763,109252,"I support strongly, net neutrality!",-1.0
2625,168383,316566,"I am writing to request that the FCC maintain regulations for net neutrality under Title II. It should not be the responsibility  of ordinary citizens to ensure that ISPs are providing fair and neutral services. There is inherent corruption in any free market, and it is the responsibility of our nation's regulatory bodies to regulate and monitor possible conflicts of interest. Thank you.",-1.0
2626,209300,384100,Preserve net neutrality and title 2 !!!!!!!!!! Don't allow another group of corporations to monopolize Internet freedoms !!!!,-1.0
2627,200318,369509,"As a small business owner that got started with a humble website, I very strongly support strict net neutrality rules enforced under Title 2.

Do not ruin the internet. If we allow companies to turn internet service into cable packages, the protest and development of the future will be crippled.

I emplore you to support strong net neutrality oversight under Title 2.

Thank you.",-1.0
2630,2926603,21818902,"I’m asking the FCC to protect the net neutrality protections currently in place.
Please reject arguments that prioritize the business interests of an ISP over my right to communicate and assemble online.
Think of the greater societal good, not just profits for business. Consider how dominance and control in a market can be used to impede innovation and competition.",-1.0
2634,132034,242697,Keep net neutrality in place under Article II protections!!!!,-1.0
2635,1710136,6470447,I want net neutrality to remain as it is. I don't want ISPs to hold complete power over the Internet. I want the freedom of the Internet to remain untouched. I am afraid of having my Internet access restricted by ISPs and do not want them to end net neutrality for their own potential gain. Keep net neutrality! Keep the Internet the way it is!,-1.0
2637,278968,580231,"Net neutrality prevents large companies such as Comcast and Verizon from censoring and slowing down access that they don't like. Please help ensure that customers can access the internet without interference from providers, regardless of what sites they visit, or what programs they use. Please retain Net neutrality regulations in their current form.",-1.0
2643,1784017,7223275,I am an artist who depends on his website and internet exposure for work. My work depends on a free and open internet.,-1.0
2646,1620946,4975177,It's stupid that this is even a question. The right to an open internet is fundamental.,-1.0
2651,506097,2052570,equality is very important to me,-1.0
2655,192060,356109,"The internet is an incredible thing that has made so much information and entertainment available to everyone.  Equal access to all must be preserved.  This issue is more concerning now that video content providers like NBC have merged with the ISPs like Comcast and ISPs have merged with other ISPs to limit service selection.  Companies are always looking for a way to make their product be or seem to be better than their competitors.  Without net neutrality, what is there to stop companies from prioritizing their traffic over others.  I see it limiting your options.  Where there is the situation that you have to choose an ISP based on whether you prefer Hulu, Netflix, Amazon, or the next yet to be big thing.  Companies are not some benevolent organizations that want to foster competition.  They exist to make as much money as possible and that is done by eliminating competition.  Without a regulation, companies will take every step possible to eliminate competition.  They must do this because this makes the most money and if they don't, the new competitors will take some of their market.  The company leadership could be sued for not doing their job and making the most money for their share holders as possible.   A law or regulation is the only way this downward spiral.",-1.0
2656,240838,443423,"Please do what you can to keep the net neutrality rules in place as they are now. It is of the utmost importance to all of us as internet users to have a free and open internet that is not controlled, throttled, or tampered with in any way by ISPs and/or their corporate interests. Thank you for protecting the internet for future users and doing your part to see that our shared values as Americans are respected and upheld for all the world to see.",-1.0
2662,355834,928758,The FCC absolutely needs to stand their ground for net neutrality.  Keep the regulation in the realm of Title 2 regulation for the sake of consumers everywhere.,-1.0
2664,1713457,6481912,"The internet must be free from paid prioritization. Open access to knowledge and information makes the entire world a better and more productive community. Internet for the people and by the people should be legally protected, for both mobile and home plans. This captures the very essence of the first amendment of the United States Constitution. Free speech, press, assembly, religion, and petition. All of these ideals uphold the value of net neutrality. Net neutrality is important for everyone.",-1.0
2665,123390,230832,I Support a strong net neutrality back by title two oversight isps,-1.0
2667,480776,1674974,I ask that you uphold the concept of internet neutrality and keep ISPs classified under Title 2. ISPs should not have the ability to throttle the internet in a way that discriminates options that should be provided equally to internet users.,-1.0
2670,191671,355454,Please leave the net neutrality laws in place!,-1.0
2675,134807,246545,I want net neutrality and for ISPS to be under Title II of the Communications Act of 1934,-1.0
2677,2770570,10747392,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Charles Jensen",-1.0
2681,141827,256434,I am writing in strong support of net neutrality and keeping it protected by Title II,-1.0
2685,270812,540676,"I am of the firm belief that a fair and open internet is critical to our democracy and civil liberties, and that strong measures to protect these rights are critical in changing times like these. I implore you to retain the stronger Title II regulations on Internet Service Providers to ensure net neutrality and internet freedom in the years to come.",-1.0
2686,1748724,7088907,Keeping the internet neutral is crucial to innovation and competition. Let's not stifle our country's ability to compete in this environment which connects all countries around the world.,-1.0
2688,123810,231430,I very much support strong net neutrality backed by title II oversight of ISPs. It's to important not to have.,-1.0
2689,7593,27061,"Sirs: is my understanding that the FCC Chairman intends to reverse net neutrality rules and put big Internet Service Providers in charge of the internet. I am firmly against this action, and believe that these ISPs will operate solely in their own interests and not in the interests of what is best for the American public. In the past 10 years, broadband companies have been guilty of: * deliberately throttling internet traffic * squeezing customers with arbitrary data caps * misleading consumers about the meaning of “unlimited” internet * giving privileged treatment to companies they own * strong-arming cities to prevent them from giving their residents high-speed internet * avoiding real competition at all costs Consumers, small businesses, and all Americans deserve an open internet. So to restate my position: I am against the chairman's plan to reverse the net neutrality rules. I believe doing so will destroy a vital engine for innovation, growth, and communication. Victor Maramis",-1.0
2692,2372525,9042131,"Independent business like mine will be forced to chose alignment with large brokerages to advertise services and listings. My personal website will be toast. Please do not eliminate net neutrality- without it, small business will fail.",-1.0
2693,170851,321165,I strongly support that we preserve Net Neutrality and Title II,-1.0
2699,2883959,13976268,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Charles Velez",-1.0
2701,306418,653530,"I strongly support net neutrality, including Title II rules that govern ISP's control of internet traffic., and I demand the FCC keep strong net neutrality rules backed by Title II.",-1.0
2703,1706558,6458766,"Keep net neutrality!  Even if you somehow disagree that it is morally the right thing to do, the economics of getting rid of net neutrality make no sense.  Getting rid of net neutraility is about as anti-innovation a policy as i can imagine. As the founder/owner of a small business internet business, you are going to make it infinitely harder for me to get my business off the ground if you allow telecom companies to start negotiating individual rates.  This is like looking at today's healthcare industry and borrowing the absolute worst practices that will start increasing costs for everyday people!!",-1.0
2705,767040,2692400,"I cannot support giving telecommunications oligopolies more power to throttle or block contents or services, or to give preferential treatment ('fast lanes') to contents or services that they endorse. When internet service provider choice is already limited in many areas, allowing this would be blatantly anti-competitive and anti-consumer. In the modern connected era, internet access should be a regulated utility and not a luxury.",-1.0
2706,391291,1102330,WE NEED NET NEUTRALITY!!!!!!!,-1.0
2709,1792515,7246598,I care about the open internet and competition online.  Please keep net neutrality.,-1.0
2711,1950505,7627264,Preserve the open internet. Give the people one sensible decision this year.,-1.0
2712,1939610,7609691,"What's the purpose of eliminating equal usage rules? Who does it benefit beside the companies that lobby you? Think beyond your short term profit. Do what's right for the country
Brendan Jeremy Best",-1.0
2716,2886926,14404546,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Jessica Burgess",-1.0
2717,2100268,7877989,ISPs should be treated as common carriers and not permitted to slow or filter legal content. This is important to keeping information on the Internet accessible to all.,-1.0
2718,2231473,8145124,Free internet access is the modern day fourth estate.,-1.0
2721,2298818,8426884,"Without net neutrality, my business would not be able to reach the users it does today.",-1.0
2724,508515,2059795,"Dear Verizon Lawyer Pai, the FCC is a public federal regulatory agency, not a Verizon office. You are not permitted to hand over control of the Internet to ISPs who will no doubt shape it into a pay to play medium that burdens diversity and entrepreneurship.  ",-1.0
2728,2248572,8163340,Please. Net neutrality is vital for our society. It's a free speech issue.,-1.0
2731,115086,218802,Please preserve Net Neutrality on Title II! There is no good reasoning to remove it and horrible consequences if it is removed. Do not let Pai take a weedwacker to net neutrality regulations.,-1.0
2734,2933219,21865246,An open internet is fundamental to the tenets of our democracy. Allowing huge corporations to control how people use the internet subverts those tenets.,-1.0
2737,1743614,7079143,"Paragraph 82 asks for input on whether throttling should be regulated. In the past ISPs have throttled content based on their own determination of what was lawful or permissible, and had to be forced to stop in the courts. Isn’t it possible they could do this again? I’m also concerned by mobile providers who say a plan is “unlimited,” but when you exceed the data cap, only throttle sites and services that aren’t part of their approved zero-rating network.

As someone who works from home this is of great concern to me.",-1.0
2746,1485340,4446911,Preserve Title 2 & Net Neutrality!!!!!,-1.0
2749,2304362,8432804,The internet's biggest strength is that it is a free place to exchange ideas.  If it were handed over to cable companies this strength would disappear.,-1.0
2752,2215956,8119284,There is no world wide web without Net neutrality just a web that people get caught in because of money. ,-1.0
2754,1643247,5007881,I am concerned with the push from Cable providers to control the speeds and access for individuals and to provide faster speeds and service to businesses.  Equality in service is what can make the experience of computing an asset to all individuals.  Don't trap the American public!,-1.0
2758,185188,345085,Please uphold net neutrality and Title two. No one wants these things repealed.,-1.0
2760,2855309,12263933,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Juan Valenti",-1.0
2763,1950509,7627270,"The internet means free access to information for all, and should not be sold to the highest bidder,",-1.0
2766,471489,1409692,The LAST thing we need is to have the internet providers controlling us like the bully boys in Russia and other anti-democratic countries do!   Thanks,-1.0
2768,220760,404625,I would like topreserve Net Neutrality through continued Title II clasifications of Internet Service Providers.,-1.0
2770,1823827,7317879,save the inter webs,-1.0
2771,1900648,7514190,Please keep Net neutrality so that I and generations to come can continue to hear the voices of free speech and keep democracy alive,-1.0
2774,717195,2591212,"Hello, I'm Gregorio Ebert. Net neutrality is shit because without it our ISPs will spy on us!",-1.0
2776,83120,173550,Unacceptable. Net Neutrality must be maintained.,-1.0
2777,2226261,8139532,I am a multi-media artist who relies upon an open internet that does not allow any corporation to have the ability to filter me out. Please leave net neutrality in place.,-1.0
2779,716755,2589341,"We Strongly support Net Neutrality based on the Title 2 laws for IPS's. We do not support your version of internet freedom and believe that if you decide to roll back the laws already in place it will cause bigger problems than you currently foresee, Please reconsider or at least take the time to strongly consider the possible and likely outcome of this decision. Please be Flexible and prepare to change if an issue or concern is brought up. Please discuss these concerns and all possible outcomes.",-1.0
2780,2926605,21818904,Please do not abandon Net Neutrality.  It is important for buisness and America.  It is pro-growth and pro-freedom.  Everything we stand for as a nation.,-1.0
2784,2885780,14222069,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
James Phillips",-1.0
2786,2329170,8699893,"This is about freedom of speech. This is about equality.  No one person should have more rights than another or have economic advantages over another. 
This is the wrong direction for America. ",-1.0
2787,2080036,7832608,Leave The Net the way it is,-1.0
2790,50587,124871,Go fuck your self,-1.0
2794,2883241,13820559,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Jarred Richardson",-1.0
2807,1650213,5015244,"Net neutral protect our and small businesses ""First Amendment of the Internet"" rights. We don't need big companies censoring us online!!!",-1.0
