Unnamed: 0.1,Unnamed: 0,docid,text_data,dupe_count,label
646,1014886,2940288,"Dear Commissioners, I would like to comment on net neutrality regulations. I want to ask the commissioners to repeal Obama's decision to regulate Internet access. Individuals, as opposed to big government, should be empowered to use whatever products we desire. Obama's decision to regulate Internet access is a perversion of net neutrality. It ended a hands off system that functioned fabulously well for decades with both parties' approval.",1.0,1
2444,1434837,4002652,"Mr Pai, I would like to comment on Internet regulation. I'd like to implore the FCC to rescind The previous administration's power grab to take over the web. People like me, rather than Washington bureaucrats, deserve to use the products they desire. The previous administration's power grab to take over the web is a betrayal of the open Internet. It undid a market based policy that worked very smoothly for decades with bipartisan consensus.",1.0,1
1650,1266223,3368830,"Dear Mr. Pai, I'm very concerned about the Open Internet order. I implore the FCC to overturn Barack Obama's power grab to take over the Internet. Individual citizens, as opposed to Washington bureaucrats, should buy the products they want. Barack Obama's power grab to take over the Internet is a corruption of the open Internet. It stopped a market based approach that worked very smoothly for decades with nearly universal backing.",1.0,1
293,1500904,4514298,"Mr Pai, I have concerns about Internet Freedom. I recommend the government to rescind President Obama's scheme to control Internet access. Citizens, as opposed to so called experts, ought to purchase which services we choose. President Obama's scheme to control Internet access is a corruption of net neutrality. It stopped a free market policy that functioned supremely successfully for many years with both parties' approval.",1.0,1
2394,601334,2311732,"To the FCC, I have concerns about restoring Internet freedom. I implore you to rescind The previous administration's scheme to control broadband. Citizens, not Washington, should be able to select whichever services we desire. The previous administration's scheme to control broadband is a betrayal of net neutrality. It disrupted a light touch system that performed remarkably well for two decades with both parties' backing.",1.0,1
1574,2101914,7881483,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. The FCC should throw out Chairman Ajit Pai's plan to hand the ISP monopolies like Comcast, AT&T, and Verizon free rein to engage in data discrimination, stripping users of the meaningful privacy and access rules we demanded and so recently won. I'm worried about creating a tiered Internet with fast lanes for certain sites or services because ISPs could have too much power to determine what I can do online. Thankfully, the existing net neutrality rules ensure that Internet providers can't block or slow consumers' access to certain web services or engage in data discrimination by charging online services and websites money to reach consumers faster. That's the best way forward to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as entrenched Internet companies. Pai's proposal would transform ISPs into gatekeepers with the ability to veto new expression and innovation. That's contrary to the basic precepts on which the Internet was built. the internet is a fountain of differing opinions despite where you may fall politically as long as your open to try different things the internet will be there to show you another viewpoint to shift your own. Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0,1
2396,1497008,4496852,"To the FCC, I'm a voter worried about Internet freedom. I'd like to advocate Chairman Pai to overturn The Obama Wheeler plan to control the Internet. Individual Americans, as opposed to so called experts, ought to purchase whichever products we prefer. The Obama Wheeler plan to control the Internet is a corruption of the open Internet. It undid a light touch framework that performed very, very smoothly for many years with broad bipartisan approval.",1.0,1
301,1155543,3258147,"FCC commissioners, Hi, I'd like to comment on regulations on the Internet. I ask the government to overturn Obama's policy to control the Internet. Individual Americans, as opposed to the FCC, should be free to enjoy whichever services we choose. Obama's policy to control the Internet is a distortion of net neutrality. It stopped a hands off system that worked fabulously successfully for many years with nearly universal consensus.",1.0,1
665,695760,2531279,"Dear Mr. Pai, I'm contacting you about the FCC regulations on the Internet. I request you to repeal The previous administration's plan to control Internet access. Citizens, rather than the FCC Enforcement Bureau, should be free to enjoy the products they choose. The previous administration's plan to control Internet access is a exploitation of net neutrality. It stopped a pro consumer system that performed exceptionally successfully for two decades with broad bipartisan backing.",1.0,1
2536,1221179,3323785,"Dear Mr. Pai, I would like to comment on Internet freedom. I request the FCC to overturn The Obama Wheeler policy to take over Internet access. Individual Americans, not Washington bureaucrats, should be free to purchase whichever products they want. The Obama Wheeler policy to take over Internet access is a corruption of the open Internet. It ended a light touch approach that functioned remarkably smoothly for two decades with broad bipartisan consensus.",1.0,1
906,984896,2910298,"FCC commissioners, I have concerns about Title II rules. I strongly suggest you to overturn President Obama's policy to regulate the web. Individuals, not so called experts, ought to select whichever applications we prefer. President Obama's policy to regulate the web is a perversion of the open Internet. It disrupted a free market system that worked supremely smoothly for a long time with Republican and Democrat approval.",1.0,1
96,977091,2902488,"FCC commissioners, I'd like to share my thoughts on Network Neutrality. I'd like to advocate the commissioners to overturn Barack Obama's order to regulate broadband. Individuals, not the FCC Enforcement Bureau, ought to buy which products we choose. Barack Obama's order to regulate broadband is a corruption of net neutrality. It reversed a light touch policy that performed fabulously smoothly for a long time with broad bipartisan approval.",1.0,1
2470,1464048,4060126,"Dear Commissioners, I would like to comment on NET NEUTRALITY. I would like to recommend the government to reverse The Obama Wheeler decision to regulate the Internet. Americans, as opposed to the FCC Enforcement Bureau, should be able to enjoy whichever applications we want. The Obama Wheeler decision to regulate the Internet is a perversion of net neutrality. It disrupted a pro consumer policy that worked remarkably well for two decades with nearly universal backing.",1.0,1
1795,1306511,3424009,"To the Federal Communications Commission, I am a voter worried about net neutrality. I want to advocate the commission to repeal Barack Obama's policy to control the web. People like me, not Washington, should be free to purchase whichever products they choose. Barack Obama's policy to control the web is a corruption of the open Internet. It broke a light touch approach that functioned fabulously well for a long time with bipartisan support.",1.0,1
2148,1214854,3317460,"To whom it may concern, I'm a voter worried about the FCC regulations on the Internet. I strongly demand Ajit Pai to undo Obama's plan to take over broadband. Internet users, as opposed to big government, ought to enjoy the applications they prefer. Obama's plan to take over broadband is a corruption of net neutrality. It broke a light touch approach that worked very, very successfully for many years with both parties' approval.",1.0,1
1327,760492,2685845,"Dear Chairman Pai, Hi, I'd like to comment on network neutrality regulations. I would like to urge the commission to undo Tom Wheeler's decision to regulate the web. Internet users, not so called experts, deserve to use which applications they want. Tom Wheeler's decision to regulate the web is a perversion of net neutrality. It broke a light touch approach that performed exceptionally smoothly for decades with broad bipartisan backing.",1.0,1
129,1361223,3853787,"The preservation of net neutrality is critical to preserving our Constitution's guarantee of freedom of speech, a free press and the open exchange of information. Deregulation opens the doors for abuse and corruption. Maintain the rules approved by the FCC in 2015.",-1.0,0
1831,757314,2682667,"Dear FCC, With respect to net neutrality regulations. I request Ajit Pai to undo President Obama's decision to take over Internet access. Individual citizens, as opposed to Washington, deserve to purchase which products we choose. President Obama's decision to take over Internet access is a corruption of net neutrality. It undid a hands off policy that functioned supremely well for decades with bipartisan backing.",1.0,1
2116,1122398,3225002,"Dear Mr. Pai, Regarding Network Neutrality. I ask Ajit Pai to repeal President Obama's order to control the Internet. Individual citizens, as opposed to unelected bureaucrats, should be able to purchase which services we want. President Obama's order to control the Internet is a distortion of net neutrality. It stopped a pro consumer system that worked fabulously successfully for a long time with Republican and Democrat support.",1.0,1
1346,877450,2802828,"Mr Pai, Hi, I'd like to comment on Net Neutrality and Title II. I strongly advocate the government to repeal The Obama Wheeler scheme to take over broadband. Individual citizens, not the FCC, should be free to enjoy the applications we prefer. The Obama Wheeler scheme to take over broadband is a exploitation of net neutrality. It disrupted a market based policy that functioned remarkably smoothly for decades with broad bipartisan support.",1.0,1
1215,1002631,2928033,"Dear FCC, I am concerned about net neutrality regulations. I would like to demand Chairman Pai to overturn Obama's order to regulate Internet access. Individual citizens, not big government, should be empowered to enjoy whatever products they want. Obama's order to regulate Internet access is a betrayal of net neutrality. It undid a market based policy that worked remarkably successfully for two decades with broad bipartisan backing.",1.0,1
2540,779961,2705322,"I'm contacting you about regulations on the Internet. I'd like to urge the government to repeal Barack Obama's policy to regulate the Internet. Individual Americans, not Washington, ought to select whatever applications they desire. Barack Obama's policy to regulate the Internet is a betrayal of net neutrality. It undid a free market framework that functioned exceptionally smoothly for decades with bipartisan backing.",1.0,1
453,1393775,3922023,"Dear FCC, I would like to comment on network neutrality regulations. I want to suggest the FCC to undo Obama's plan to take over Internet access. Citizens, as opposed to Washington bureaucrats, should be free to select which applications we desire. Obama's plan to take over Internet access is a betrayal of the open Internet. It reversed a light touch policy that functioned very, very well for many years with broad bipartisan support.",1.0,1
143,1151671,3254275,"Dear FCC, I have concerns about net neutrality regulations. I request Ajit Pai to undo President Obama's decision to take over Internet access. Individuals, not Washington, should be free to enjoy the services we choose. President Obama's decision to take over Internet access is a perversion of the open Internet. It reversed a market based approach that functioned very well for many years with bipartisan approval.",1.0,1
512,1001163,2926565,"Dear Chairman Pai, In reference to restoring Internet freedom. I strongly encourage the government to rescind The Obama Wheeler decision to take over the web. Internet users, rather than the FCC, should use the services we choose. The Obama Wheeler decision to take over the web is a betrayal of net neutrality. It ended a light touch approach that performed supremely well for two decades with both parties' approval.",1.0,1
1823,1607019,4957397,"Etsy Shop themodernbazaar Chairman Pai's proposed plan to repeal net neutrality protections would put a huge burden on microbusinesses like mine. As an Etsy seller, net neutrality is essential to the success of my business and my ability to care for myself and my family. The FCC needs to ensure equal opportunities for microbusinesses to compete with larger and more established brands by upholding net neutrality protections. Etsy has opened the door for me and 1.8 million other sellers to turn our passion into a business by connecting us to a global market of buyers. For 32% of creative entrepreneurs on the platform, our creative business is our sole occupation. A decrease in sales in the internet slow lane or higher cost to participate in Chairman Pai's pay to play environment would create significant obstacles for me and other Etsy sellers to care for ourselves and our families. Moreover, 87% of Etsy sellers in the U.S. are women, and most run their microbusinesses out of their homes. By rolling back the bright line rules that ensure net neutrality, Chairman Pai is not only taking away our livelihood, he is also putting up barriers to entrepreneurship for a whole cohort of Americans. My business growth depends on equal access to consumers. Any rule that allows broadband providers to negotiate special deals with some companies would undermine my ability to compete online. We need a free and open internet that works for everyone, not just telecom companies that stand to benefit from the FCC's proposed rules. I'm sending this to the FCC's open proceeding and to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II and microbusinesses like mine. Thank you! Jennifer Carey",-1.0,0
433,1229711,3332317,"Dear Chairman Pai, I'm very concerned about net neutrality rules. I strongly request Ajit Pai to reverse The previous administration's scheme to control the web. Individuals, as opposed to the FCC, should be able to enjoy which services they choose. The previous administration's scheme to control the web is a exploitation of net neutrality. It ended a light touch policy that performed very, very smoothly for a long time with broad bipartisan backing.",1.0,1
2270,1240570,3343177,"Dear FCC, I'd like to share my thoughts on Internet Freedom. I want to encourage the FCC to undo Barack Obama's order to regulate the Internet. People like me, rather than the FCC Enforcement Bureau, should be able to purchase whatever applications they desire. Barack Obama's order to regulate the Internet is a corruption of net neutrality. It disrupted a market based system that worked very, very successfully for many years with broad bipartisan support.",1.0,1
2212,1749820,7091128,"There are clearly bots here spamming anti net neutrality statements under stolen identities, please look into them or at least ignore them. They can't be counted as the voices of those the comments claim to represent, and it is illegal to do that in someone else's name.",-1.0,0
785,1388962,3910626,"FCC commissioners, My comments re, Internet regulation and net neutrality. I want to request the commissioners to overturn The previous administration's scheme to take over Internet access. Internet users, rather than big government, should enjoy which applications they prefer. The previous administration's scheme to take over Internet access is a exploitation of the open Internet. It disrupted a market based approach that functioned exceptionally well for decades with both parties' approval.",1.0,1
871,557641,2222729,"FCC commissioners, I am a voter worried about restoring Internet freedom. I'd like to advocate Chairman Pai to reverse The Obama Wheeler plan to regulate Internet access. Individual citizens, rather than Washington, ought to enjoy whichever applications we prefer. The Obama Wheeler plan to regulate Internet access is a distortion of the open Internet. It undid a pro consumer framework that performed very smoothly for two decades with Republican and Democrat backing.",1.0,1
1692,1089686,3145146,I am in support of Title 2 protections over the internet service providers. Revoking these protections would leave consumers vulnerable to exploitation by monopolistic internet providers.,-1.0,0
133,661571,2439927,"FCC, I have thoughts on Title 2 and net neutrality. I'd like to request the commission to reverse Barack Obama's plan to control broadband. People like me, not Washington, should be empowered to buy whatever applications they want. Barack Obama's plan to control broadband is a betrayal of the open Internet. It broke a market based framework that worked very, very well for a long time with nearly universal consensus.",1.0,1
2427,2092580,7860587,This is the beginning of the end for freedom. We must take a stand and stop it NOW or it will be too late already,-1.0,0
2473,85578,177196,"I strongly support Net Neutrality and keeping ISPs subject to Title II. I have hear that your Chariman is contemplating reversing this classification and significantly de regulating ISPs. This would be a grave mistake and I stongly oppose any such plans. Also, I see that you have apparently tried to make this comment process more difficult than it needs to be. I don't appreciate this apparent effort to censor unfavorable input.",-1.0,0
2267,1708087,6463652,"We need the FCC to defend the rights of millions of Internet users by upholding net neutrality protections. The FCC should reject Chairman Ajit Pai's proposal to give the government subsidized ISP monopolies like AT&T, Verizon, and Comcast the legal cover to engage in data discrimination, stripping consumers of the meaningful access and privacy safeguards we fought for and won just two years ago. I'm worried about creating a tiered Internet with fast lanes for certain sites or services because ISPs could have too much power to determine what I can do online. Thankfully, the current Open Internet rules ensure that ISP monopolies can't block or slow customers' ability to see certain web services or create Internet fast lanes by charging online services and websites money to reach customers faster. That's exactly the right balance to make sure competition in the Internet space is fair and benefits small businesses and consumers as well as larger players. Chairman Pai's proposed repeal of the rules would help turn Internet providers into gatekeepers with an effective veto right on expression and innovation. That's not how the Internet was built, and that's not what we want. This could severely impact my business. My ISP could determine that they don't agree with our company's core values; or what if my ISP becomes a competitor for the type of content I provide? My ISP could control what I see and hear on the internet. That is wrong! The internet is a place where I can access the whole of the world, good and bad, and make my own choices. Yes, there has to be limits on hate speech, exploitation and criminal acts, but if the internet becomes crippled by the loss of net neutrality, our country will fall in stature, and become more like a Russia or a China, countries where they control their citizen's access to the internet. Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0,1
2566,1448787,4029061,"Dear Mr. Pai, My comments re, Internet regulation and net neutrality. I would like to advocate the commission to rescind Barack Obama's order to regulate the Internet. Individual citizens, as opposed to the FCC, should buy whatever services they want. Barack Obama's order to regulate the Internet is a betrayal of the open Internet. It broke a pro consumer framework that worked remarkably successfully for two decades with nearly universal consensus.",1.0,1
124,1747521,7086569,everyone should be granted full access to the internet. It is unjust to sell and change the way the internet works just because greed. The highest bider should not be able to control the internet.,-1.0,0
2399,82036,171948,I strongly support Net Neutrality under Title 2. Please keep the net free and fair to all.,-1.0,0
1358,1144622,3247226,"FCC commissioners, Hi, I'd like to comment on Internet Freedom. I'd like to encourage the commission to reverse Obama's plan to take over the web. Americans, as opposed to big government, deserve to purchase which services we prefer. Obama's plan to take over the web is a exploitation of net neutrality. It ended a free market approach that worked very, very smoothly for two decades with bipartisan backing.",1.0,1
1122,1037056,2962458,"Chairman Pai, My comments re, the FCC regulations on the Internet. I want to suggest you to overturn The previous administration's order to control the Internet. People like me, rather than Washington, should enjoy the products we choose. The previous administration's order to control the Internet is a perversion of net neutrality. It ended a free market framework that worked very, very smoothly for two decades with Republican and Democrat consensus.",1.0,1
1980,713264,2581564,"I am in favor of strong net neutrality under Title II of the Telecommunications Act. Sincerely, Jana Hall",-1.0,0
1754,1746880,7085412,"Small business and independent artists, like me and several close friends of mine, could not compete with major retailers if ISPs choose to favor them for some reason. I believe that an open and free internet should be valued and available for everyone to consume and enjoy. The lack of variety in ISP choices or decent broadband speeds perpetuates a system that divides the have nots and the haves. I support Net Neutrality and protecting the internet under Title II.",-1.0,0
2302,972831,2898228,"Dear FCC, My comments re, the FCC regulations on the Internet. I would like to implore you to repeal Obama's power grab to regulate Internet access. Individual citizens, not the FCC, ought to enjoy which services we want. Obama's power grab to regulate Internet access is a exploitation of the open Internet. It stopped a free market policy that worked exceptionally smoothly for decades with nearly universal approval.",1.0,1
2048,1753509,7098133,"Can we stop this nonsense of fighting this battle every so often, keep net neutrality. Almost the entire world is telling you to keep it. So listen to them.",-1.0,0
722,760687,2686040,"FCC commissioners, I am a voter worried about restoring Internet freedom. I strongly encourage the Federal Communications Commission to reverse President Obama's power grab to control the web. Individual Americans, as opposed to the FCC, ought to buy whatever services they want. President Obama's power grab to control the web is a exploitation of the open Internet. It reversed a light touch policy that worked supremely smoothly for two decades with Republican and Democrat approval.",1.0,1
1921,2238896,8153049,"The internet is, as it stands today, is much more representative of free speech, than is, corporate speech, which is bought and paid for in a much less even way with the sky is the limit. Even someone who does not have internet at home, could access in a library or for a viable amount, via smart phone in an internet cafe.",-1.0,0
1304,1258851,3361458,"I am concerned about internet regulations. I strongly ask the commissioners to rescind Barack Obama's power grab to regulate the Internet. Individual citizens, as opposed to big government, should be empowered to enjoy which services they want. Barack Obama's power grab to regulate the Internet is a distortion of net neutrality. It stopped a free market framework that performed very, very smoothly for decades with nearly universal approval.",1.0,1
150,1553441,4746936,"Dear Chairman Pai, I want to give my opinion on net neutrality regulations. I'd like to advocate the government to repeal The previous administration's power grab to control Internet access. Individuals, rather than big government, should be free to use whichever products they choose. The previous administration's power grab to control Internet access is a distortion of the open Internet. It reversed a pro consumer policy that worked very, very smoothly for a long time with Republican and Democrat consensus.",1.0,1
1931,1194365,3296971,"I'd like to share my thoughts on Net neutrality. I'd like to ask Chairman Pai to reverse President Obama's decision to regulate broadband. Citizens, as opposed to Washington, should buy the products we prefer. President Obama's decision to regulate broadband is a exploitation of net neutrality. It stopped a pro consumer approach that performed very, very smoothly for many years with bipartisan support.",1.0,1
1775,513302,2074191,Keep Net Neutrality. Too many people depend upon this,-1.0,0
58,238700,439893,The Internet has become an integral part of our lives in performing the everyday routine acts of living. The ability to freely accomplish this is vital and necessary. The net has to be Neutral FREE from the interference to perform these functions.,-1.0,0
2037,345984,903027,I wanted to express my deep support for strong net neutrality and by association keeping the internet under the Title 2 regulation. I believe that the internet's role in economics and society is invaluable and should remain under the Title 2 regulation. It is not enough to take an ISP's word on enforcing Net Neutrality. Every person and every company should have equal rights when it comes to providing their views and or product across the internet.,-1.0,0
2482,922646,2848043,"Mr Pai, My comments re, the FCC rules on the Internet. I want to request you to repeal Barack Obama's order to control the Internet. People like me, as opposed to the FCC, should be able to buy whatever products we prefer. Barack Obama's order to control the Internet is a exploitation of net neutrality. It stopped a pro consumer system that performed supremely smoothly for two decades with both parties' backing.",1.0,1
1922,189402,351811,I support keeping strong net neutrality backed by Title 2 oversight of ISPs.,-1.0,0
1117,1229233,3331839,"To whom it may concern, I'm concerned about Net Neutrality and Title II. I strongly implore you to rescind Tom Wheeler's power grab to control the web. Citizens, not so called experts, should be free to select whichever applications we desire. Tom Wheeler's power grab to control the web is a perversion of net neutrality. It stopped a pro consumer policy that functioned remarkably successfully for decades with Republican and Democrat consensus.",1.0,1
1819,786962,2712323,"FCC, I'm very worried about the Obama takeover of the Internet. I encourage Ajit Pai to undo President Obama's order to control broadband. People like me, rather than the FCC, should be free to select whatever applications we want. President Obama's order to control broadband is a distortion of the open Internet. It stopped a free market approach that performed supremely smoothly for decades with Republican and Democrat consensus.",1.0,1
2034,247411,456676,I specifically support strong net neutrality backed by Title II oversight of ISP's. Preserve Net Neutrality and Title II. Please.,-1.0,0
487,1597508,4941641,"Mr Pai, I'm very concerned about the FCC regulations on the Internet. I demand you to overturn President Obama's policy to take over the Internet. Individual Americans, rather than the FCC, ought to enjoy whatever services they want. President Obama's policy to take over the Internet is a betrayal of net neutrality. It broke a pro consumer policy that worked very successfully for many years with Republican and Democrat approval.",1.0,1
2413,1245703,3348310,"Dear Chairman Pai, My comments re, net neutrality rules. I'd like to ask Chairman Pai to undo The Obama Wheeler scheme to regulate broadband. People like me, not unelected bureaucrats, ought to select whatever products they choose. The Obama Wheeler scheme to regulate broadband is a exploitation of net neutrality. It reversed a hands off approach that performed very, very successfully for a long time with bipartisan backing.",1.0,1
1700,375625,1077744,"I support strong net neutrality, backed by Title 2 oversite of ISPs.",-1.0,0
2185,283488,593634,High I strongly support enforceable net neutrality rules. Protection against corporate interests controlling my access is important. Please keep the current enforcable rules under Title II.,-1.0,0
2104,2091966,7859178,"I have been a computer and Internet user for most of my life, beginning in 1993 using a 486 computer over dial up access. The internet opened doors and gave me access to information and media far beyond the library and my teachers, which increased my knowledge and understanding of the world outside of the United States. When ADSL was offered in Atlanta we were early adopters, suffering a six month back and forth with AT&T. We re wired our home and purchased very expensive equipment, all for the sake of greater access to a vast and diverse collection of information and media of my choosing. I have watched cable media companies, such as Time Warner, Cox and Comcast enter into the ISP business, which has traditionally been the realm of telecom companies. At the same time, telecom companies such as Verizon and AT&T have entered into the media distribution fields. Both the telecom and the cable media industries are finding their traditional products less and less appealing as people move to a more consumer oriented model of media consumption and communication. On the media side I am referring to YouTube, Facebook, Netflix, Hulu and the many similar products that allow consumers to choose what to watch and when from a nearly limitless catalog. On the telecom side the advent of VOIP has nearly eliminated the need for business phone lines, due to the tremendous cost savings over traditional ISDN and T1 phone service. individuals have opted for mobile phones, which is outside the scope of this proceeding but a pressure on the telecoms companies traditional business as well. The telecoms and cable media companies share a common product, internet access, which allow consumers to move away from their traditional offerings. This common product, internet service, is what the consumer wishes to purchase and use. The current model is to sell a tier of service based on bandwidth which the customer may use at will for any purpose, within the law. I fail to see any benefit to the customer in allowing the largest ISPs in the country to intentionally degrade service to customers. It absolutely allows an ISP to charge customers or providers more so that a certain service works correctly, or to drive customers to consuming media owned and monetized by the ISP most of whom are also content companies . That sounds like the classic organized crime racket of protection money . The claim that throttling online media services reduces network congestion is also a spurious one. If there is not enough available bandwidth on their networks an investment needs to be made, or suffer the consequences of a competitor who is willing to provide a superior product entering the marketplace. In closing, I urge the FCC to leave the 2015 ruling in place. The current ruling is most in line with our market economy as it fosters competition and requires ISPs to compete for customer business based on performance. Furthermore I take exception to anyone, other than myself, determining what is most important to me.",-1.0,0
2382,1054109,2979516,"To the Federal Communications Commission, In reference to net neutrality rules. I want to recommend Chairman Pai to repeal The previous administration's scheme to control the web. Individuals, rather than the FCC Enforcement Bureau, should be free to enjoy which products they choose. The previous administration's scheme to control the web is a perversion of net neutrality. It ended a market based framework that worked fabulously well for two decades with broad bipartisan backing.",1.0,1
1291,1444119,4021025,"To the Federal Communications Commission, I want to give my opinion on Title 2 and net neutrality. I strongly suggest the commission to repeal Obama's order to regulate Internet access. Citizens, as opposed to unelected bureaucrats, ought to purchase whatever applications they prefer. Obama's order to regulate Internet access is a perversion of net neutrality. It stopped a pro consumer framework that performed exceptionally smoothly for two decades with nearly universal support.",1.0,1
531,882173,2807551,"Dear Commissioners, I'm a voter worried about network neutrality regulations. I advocate the FCC to overturn Barack Obama's plan to regulate broadband. Individuals, rather than big government, should be empowered to buy whatever services they choose. Barack Obama's plan to regulate broadband is a distortion of the open Internet. It stopped a pro consumer system that performed very successfully for decades with Republican and Democrat support.",1.0,1
2923,163754,298728,I support Net Neutrality and the current Title II configuration of ISP regulation. Any reclassification would amount to collusion between our new FCC chairman and his former employers and colleagues. It's obvious that Mr. Pai is misleading the American people as to what a reclassification of Net Neutrality rules would actually entail. Thank you.,-1.0,0
252,677027,2476789,"I would like to comment on Net neutrality. I urge the FCC to overturn Barack Obama's order to regulate broadband. Individual citizens, rather than the FCC Enforcement Bureau, should use whatever services we desire. Barack Obama's order to regulate broadband is a corruption of net neutrality. It ended a hands off framework that functioned very well for two decades with both parties' support.",1.0,1
1995,620615,2347066,"Mr Pai, I am concerned about the FCC rules on the Internet. I would like to urge you to undo The Obama Wheeler order to take over the web. Individual Americans, as opposed to big government, should be free to buy whatever applications we prefer. The Obama Wheeler order to take over the web is a betrayal of net neutrality. It ended a free market system that performed supremely smoothly for many years with both parties' consensus.",1.0,1
2436,620171,2346451,"To whom it may concern, My comments re, internet regulations. I'd like to request you to rescind The Obama Wheeler order to regulate broadband. Individual citizens, rather than Washington bureaucrats, ought to purchase whichever services they want. The Obama Wheeler order to regulate broadband is a exploitation of net neutrality. It broke a light touch policy that performed fabulously smoothly for a long time with Republican and Democrat backing.",1.0,1
2265,660735,2438150,"To whom it may concern, I am concerned about the FCC regulations on the Internet. I implore Chairman Pai to undo The Obama Wheeler order to regulate the Internet. Citizens, as opposed to Washington bureaucrats, should enjoy the services we desire. The Obama Wheeler order to regulate the Internet is a betrayal of the open Internet. It reversed a hands off policy that worked supremely smoothly for two decades with nearly universal approval.",1.0,1
983,1193479,3296085,"Dear FCC, I'm very concerned about the Open Internet order. I want to encourage the commissioners to rescind The previous administration's decision to take over Internet access. Individuals, rather than so called experts, should be able to purchase which applications they choose. The previous administration's decision to take over Internet access is a exploitation of the open Internet. It ended a pro consumer policy that performed supremely well for two decades with nearly universal backing.",1.0,1
986,1104002,3206600,"Dear FCC, I'm a voter worried about regulations on the Internet. I'd like to advocate Chairman Pai to reverse Tom Wheeler's plan to control the web. Individual citizens, as opposed to Washington bureaucrats, should be able to enjoy whatever services they choose. Tom Wheeler's plan to control the web is a corruption of net neutrality. It stopped a light touch framework that functioned supremely well for decades with bipartisan consensus.",1.0,1
61,913816,2839213,"To whom it may concern, Hi, I'd like to comment on Title 2 and net neutrality. I'd like to encourage the government to repeal Tom Wheeler's policy to regulate Internet access. Citizens, rather than so called experts, deserve to select whatever services we choose. Tom Wheeler's policy to regulate Internet access is a exploitation of the open Internet. It stopped a free market framework that functioned very well for two decades with bipartisan consensus.",1.0,1
2137,2760475,10564102,Keep net neutral! Simple\r\nDonald Hicks,-1.0,0
2692,2372525,9042131,"Independent business like mine will be forced to chose alignment with large brokerages to advertise services and listings. My personal website will be toast. Please do not eliminate net neutrality without it, small business will fail.",-1.0,0
2766,471489,1409692,The LAST thing we need is to have the internet providers controlling us like the bully boys in Russia and other anti democratic countries do! Thanks,-1.0,0
2779,716755,2589341,"We Strongly support Net Neutrality based on the Title 2 laws for IPS's. We do not support your version of internet freedom and believe that if you decide to roll back the laws already in place it will cause bigger problems than you currently foresee, Please reconsider or at least take the time to strongly consider the possible and likely outcome of this decision. Please be Flexible and prepare to change if an issue or concern is brought up. Please discuss these concerns and all possible outcomes.",-1.0,0
345,1003513,2928915,"Chairman Pai, I'm very worried about the Obama takeover of the Internet. I recommend the Federal Communications Commission to repeal Obama's decision to take over the Internet. Individual citizens, rather than Washington bureaucrats, deserve to select whichever applications we desire. Obama's decision to take over the Internet is a distortion of the open Internet. It stopped a market based approach that worked remarkably successfully for many years with both parties' backing.",1.0,1
1344,2139807,7975188,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. The FCC should reject Chairman Ajit Pai's plan to hand the telecom giants like Verizon, AT&T, and Comcast the legal cover to throttle whatever they please, stripping users of the necessary access and privacy rules we demanded and so recently won. I'm afraid of a pay to play Internet where ISPs can charge more for certain websites because ISPs could have too much power to determine what I can do online. Thankfully, the existing Open Internet rules ensure that ISP monopolies can't slow or block our access to certain web services or create Internet fast lanes by charging online services and websites money to reach customers faster. That's the best way forward to make sure competition in the Internet space is fair and benefits small businesses and consumers as well as larger players. Chairman Pai's proposal would transform ISPs into Internet gatekeepers with the ability to veto new expression and innovation. That's not the kind of Internet we want to pass on to future generations of technology users. It's my safe space where I can be my own self and express myself freely. It is also a place where I can discuss topics with strangers, share art and music and be enlightened with new knowledge. The internet is a daily and almost constant part of my life, and to have basically my freedom ripped away from me by someone is not something I am going to stand for. Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0,1
53,1085758,3012534,"Dear FCC, I am a voter worried about Net Neutrality and Title II. I want to encourage the Federal Communications Commission to repeal The previous administration's policy to control broadband. Citizens, as opposed to unelected bureaucrats, ought to enjoy the products we want. The previous administration's policy to control broadband is a betrayal of the open Internet. It disrupted a market based approach that worked very, very well for a long time with broad bipartisan backing.",1.0,1
358,1325344,3463584,"To the Federal Communications Commission, In reference to net neutrality. I implore the FCC to undo The previous administration's plan to regulate the Internet. Individual Americans, as opposed to big government, should select whichever applications we desire. The previous administration's plan to regulate the Internet is a perversion of the open Internet. It undid a pro consumer approach that functioned fabulously well for a long time with nearly universal backing.",1.0,1
2441,576960,2263425,"FCC, I'm concerned about Internet Freedom. I'd like to urge the commissioners to repeal Barack Obama's decision to take over Internet access. Americans, not Washington bureaucrats, ought to use which applications we desire. Barack Obama's decision to take over Internet access is a exploitation of the open Internet. It stopped a light touch policy that worked very, very smoothly for many years with nearly universal support.",1.0,1
2688,123810,231430,I very much support strong net neutrality backed by title II oversight of ISPs. It's to important not to have.,-1.0,0
2959,82094,172039,We support net neutrality and title II.,-1.0,0
