,Unnamed: 0,docid,text_data,dupe_count
2260,2098174,7873508,"As an Internet user, I’m asking the FCC to protect the net neutrality protections currently in place. 

The FCC should reject Chairman Ajit Pai’s proposal to give the telecom giants like Comcast, Verizon, and AT&T free rein to engage in data discrimination, stripping users of the vital access and privacy rules we worked for and won just two years ago. 

I’m afraid of a “pay-to-play” Internet where ISPs can charge more for certain websites because users will have fewer options and a less diverse Internet. Thankfully, the existing FCC regulations ensure that ISP monopolies can’t block or slow consumers’ ability to see certain websites or engage in data discrimination by charging online services and websites more money to reach people faster. That’s the right kind of forward-looking approach to make sure competition in the Internet space is fair and benefits consumers and small businesses as well as entrenched Internet companies. Chairman Pai’s proposal would transform ISPs into gatekeepers with the ability to veto new expression and innovation. That’s contrary to the basic precepts on which the Internet was built. 

Freedom should prevail. If you are offended by ANYTHING, don't look. move on. 

Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0
2262,584890,2278974,"Mr Pai:  Regarding the future of the Internet. I strongly request Chairman Pai to rescind Tom Wheeler's decision to control the Internet. Americans, rather than the FCC, should be empowered to enjoy whatever services they desire. Tom Wheeler's decision to control the Internet is a betrayal of the open Internet. It ended a hands-off framework that functioned very, very smoothly for two decades with bipartisan support.",1.0
2263,923195,2848592,"Chairman Pai:  I am a voter worried about net neutrality and Title II. I would like to advocate the commissioners to undo Obama's order to control Internet access. People like me, not the FCC, should be empowered to enjoy which services they prefer. Obama's order to control Internet access is a corruption of the open Internet. It stopped a free-market framework that performed very, very smoothly for decades with bipartisan backing.",1.0
2264,1582867,4877367,"Mr Pai:  I have thoughts on the future of the Internet. I would like to request the Federal Communications Commission to reverse President Obama's order to control the Internet. Americans, not the FCC, deserve to buy which products they desire. President Obama's order to control the Internet is a corruption of net neutrality. It disrupted a market-based framework that performed remarkably well for decades with bipartisan consensus.",1.0
2265,660735,2438150,"To whom it may concern:  I am concerned about the FCC regulations on the Internet. I implore Chairman Pai to undo The Obama/Wheeler order to regulate the Internet. Citizens, as opposed to Washington bureaucrats, should enjoy the services we desire. The Obama/Wheeler order to regulate the Internet is a betrayal of the open Internet. It reversed a hands-off policy that worked supremely smoothly for two decades with nearly universal approval.",1.0
2267,1708087,6463652,"We need the FCC to defend the rights of millions of Internet users by upholding net neutrality protections. 

The FCC should reject Chairman Ajit Pai’s proposal to give the government-subsidized ISP monopolies like AT&T, Verizon, and Comcast the legal cover to engage in data discrimination, stripping consumers of the meaningful access and privacy safeguards we fought for and won just two years ago. 

I’m worried about creating a tiered Internet with “fast lanes” for certain sites or services because ISPs could have too much power to determine what I can do online. Thankfully, the current Open Internet rules ensure that ISP monopolies can’t block or slow customers’ ability to see certain web services or create Internet “fast lanes” by charging online services and websites money to reach customers faster. That’s exactly the right balance to make sure competition in the Internet space is fair and benefits small businesses and consumers as well as larger players. Chairman Pai’s proposed repeal of the rules would help turn Internet providers into gatekeepers with an effective veto right on expression and innovation. That’s not how the Internet was built, and that's not what we want. 

This could severely impact my business. My ISP could determine that they don't agree with our company's core values; or what if my ISP becomes a competitor for the type of content I provide? My ISP could control what I see and hear on the internet. That is wrong! 

The internet is a place where I can access the whole of the world, good and bad, and make my own choices. Yes, there has to be limits on hate speech, exploitation and criminal acts, but if the internet becomes crippled by the loss of net neutrality, our country will fall in stature, and become more like a Russia or a China, countries where they control their citizen's access to the internet. 

Thank you for keeping Title II net neutrality rules in place to protect Internet users like me.",1.0
2270,1240570,3343177,"Dear FCC,  I'd like to share my thoughts on Internet Freedom. I want to encourage the FCC to undo Barack Obama's order to regulate the Internet. People like me, rather than the FCC Enforcement Bureau, should be able to purchase whatever applications they desire. Barack Obama's order to regulate the Internet is a corruption of net neutrality. It disrupted a market-based system that worked very, very successfully for many years with broad bipartisan support.",1.0
2271,611590,2332206,"To the FCC:  Hi, I'd like to comment on internet regulations. I'd like to demand the Federal Communications Commission to repeal The Obama/Wheeler plan to regulate broadband. Americans, not the FCC, should select whichever services we desire. The Obama/Wheeler plan to regulate broadband is a betrayal of net neutrality. It broke a free-market framework that functioned fabulously successfully for a long time with broad bipartisan consensus.",1.0
2273,617386,2342625,"To the Federal Communications Commission:  I'm very concerned about the FCC's so-called Open Internet order. I'd like to advocate Chairman Pai to undo Barack Obama's order to take over the Internet. Internet users, not big government, should buy whichever services we want. Barack Obama's order to take over the Internet is a exploitation  of the open Internet. It ended a hands-off framework that functioned very, very well for a long time with both parties' backing.",1.0
2277,452903,1251716,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Darren J Eaton",1.0
2278,627095,2361341,"To the Federal Communications Commission:  My comments re: the future of the Internet. I strongly request Chairman Pai to rescind Obama's plan to take over the Internet. Internet users, as opposed to Washington, ought to enjoy whichever services we choose. Obama's plan to take over the Internet is a betrayal of net neutrality. It broke a hands-off framework that functioned supremely well for many years with bipartisan support.",1.0
2280,1212748,3315354,"To whom it may concern:  I am a voter worried about the Open Internet order. I would like to advocate the FCC to reverse Obama's policy to control the Internet. Individual Americans, rather than big government, should be able to use whatever services we choose. Obama's policy to control the Internet is a exploitation  of net neutrality. It undid a pro-consumer approach that worked very, very smoothly for two decades with bipartisan backing.",1.0
2281,1106980,3209578,"FCC commissioners,  I'm concerned about the Obama takeover of the Internet. I strongly advocate you to rescind Barack Obama's order to regulate the Internet. Citizens, not the FCC Enforcement Bureau, deserve to select the products they want. Barack Obama's order to regulate the Internet is a corruption of net neutrality. It disrupted a free-market framework that worked exceptionally well for a long time with broad bipartisan backing.",1.0
2282,420214,1144777,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
David T Wright",1.0
2285,1365091,3863868,"Dear Commissioners:  I have concerns about the FCC rules on the Internet. I strongly demand Chairman Pai to undo Obama's policy to control broadband. Internet users, rather than unelected bureaucrats, should be free to purchase the applications we desire. Obama's policy to control broadband is a perversion of net neutrality. It broke a light-touch approach that functioned fabulously smoothly for two decades with bipartisan approval.",1.0
2286,1482845,4443698,"The FCC should ensure a fair and open Internet for all by opposing efforts to undermine net neutrality. 

The FCC should reject Chairman Ajit Pai’s plan to hand the government-subsidized telecom giants like Verizon, Comcast, and AT&T the legal cover to create Internet fast lanes, stripping consumers of the necessary privacy and access rules we demanded and won just two years ago. 

I’m afraid of a “pay-to-play” Internet where ISPs can charge more for certain websites because corporate control of what has become an indispensable public utility is a bad idea. Thankfully, the existing Open Internet rules mean that ISP monopolies can’t block or slow consumers’ ability to see certain websites or engage in data discrimination by charging websites and online services money to reach people faster. That’s exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as entrenched Internet companies. Chairman Pai’s proposed repeal of the rules would transform Internet providers into gatekeepers with an effective veto right on expression and innovation. That’s not the kind of Internet we want to pass on to future generations of technology users. 

If you believe that a communications network that has become so quickly necessary to so many people will be fairly treated by vested corporate interests, I have to ask you: what world do you live in?  What service has been improved by deregulation?  Airlines?  Construction?  Home Loans?  Your belief in a free market guiding principle is unbelievably naïve.  Corporates are guided by one thing only:  profits for their shareholders.  Corporate good will is non existent except as PR.  
Please do not go down on the wrong side of history and take a lesson from the rest of the industrialized world :  Regulate the internet as a utility and give it and us the protection and fairness it deserves. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.",1.0
2288,765224,2690577,"To the Federal Communications Commission:  I have thoughts on an open Internet. I want to recommend the commissioners to repeal The previous administration's order to take over broadband. Individual citizens, rather than Washington, should be free to purchase which services we desire. The previous administration's order to take over broadband is a betrayal of net neutrality. It reversed a hands-off framework that worked very, very successfully for two decades with Republican and Democrat support.",1.0
2290,1340142,3494432,"FCC:  Hi, I'd like to comment on Title II rules. I ask the FCC to rescind The previous administration's order to take over the web. Citizens, as opposed to so-called experts, deserve to select whatever applications they choose. The previous administration's order to take over the web is a perversion of the open Internet. It disrupted a pro-consumer system that performed exceptionally smoothly for a long time with bipartisan consensus.",1.0
2291,2129614,7947398,"The FCC should ensure a fair and open Internet for all by opposing efforts to undermine net neutrality. 

The FCC should throw out Chairman Ajit Pai’s proposal to hand the ISP monopolies like Verizon, AT&T, and Comcast free rein to create Internet fast lanes, stripping users of the necessary access and privacy safeguards we worked for and won just two years ago. 

I’m afraid of a “pay-to-play” Internet where ISPs can charge more for certain websites because ISPs could have too much power to determine what I can do online. Thankfully, the current net neutrality rules ensure that Internet providers can’t block or slow customers’ access to certain websites or create Internet “fast lanes” by charging online services and websites money to reach customers faster. That’s the best way forward to make sure competition in the Internet space is fair and benefits small businesses and Internet users as well as entrenched Internet companies. Chairman Pai’s proposal would transform ISPs into gatekeepers with the ability to veto new innovation and expression. That’s not the kind of Internet we want to pass on to future generations of technology users. 

It is a source of information, whether it is a quick fact check or learning a new language for free. It is an invaluable resource for knowledge and for social connections. 

Thanks for protecting Internet users like me by upholding the existing Title II net neutrality rules.",1.0
2293,748439,2673792,"FCC commissioners,  I am a voter worried about net neutrality rules. I suggest the government to overturn The previous administration's power grab to take over the Internet. People like me, as opposed to Washington, should be empowered to enjoy whichever products we prefer. The previous administration's power grab to take over the Internet is a betrayal of the open Internet. It broke a free-market framework that functioned exceptionally well for decades with broad bipartisan support.",1.0
2294,1191961,3294565,"Dear Commissioners:  With respect to network neutrality regulations. I would like to recommend the government to undo The Obama/Wheeler scheme to regulate the web. Individual Americans, not big government, should be empowered to use the applications they want. The Obama/Wheeler scheme to regulate the web is a perversion of the open Internet. It undid a hands-off approach that performed very, very successfully for a long time with bipartisan backing.",1.0
2295,1059405,2984914,"I'm a voter worried about net neutrality and Title II. I want to demand you to rescind The previous administration's power grab to regulate Internet access. Citizens, rather than the FCC, ought to purchase which products we desire. The previous administration's power grab to regulate Internet access is a betrayal of net neutrality. It reversed a hands-off system that performed remarkably successfully for many years with Republican and Democrat approval.",1.0
2296,411623,1132431,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Carl Moore",1.0
2298,934812,2860209,"Dear Chairman Pai,  In reference to Title II rules. I want to urge the commission to undo Tom Wheeler's order to take over Internet access. Individual Americans, not the FCC Enforcement Bureau, should be able to purchase whatever applications we choose. Tom Wheeler's order to take over Internet access is a corruption of net neutrality. It reversed a pro-consumer approach that worked very, very successfully for many years with nearly universal support.",1.0
2299,901280,2826668,"To the Federal Communications Commission:  I'm contacting you about the Obama takeover of the Internet. I want to request the FCC to reverse Barack Obama's order to regulate the Internet. Citizens, rather than unelected bureaucrats, deserve to purchase whichever products they choose. Barack Obama's order to regulate the Internet is a perversion of net neutrality. It ended a market-based framework that performed fabulously well for a long time with Republican and Democrat backing.",1.0
2300,1232701,3335308,"Chairman Pai:  I'm a voter worried about NET NEUTRALITY. I would like to implore Ajit Pai to reverse President Obama's decision to control broadband. People like me, not unelected bureaucrats, deserve to buy which applications we want. President Obama's decision to control broadband is a perversion of net neutrality. It disrupted a free-market framework that performed exceptionally successfully for decades with broad bipartisan approval.",1.0
2301,1213168,3315774,"Chairman Pai:  In reference to the Obama takeover of the Internet. I'd like to demand Ajit Pai to rescind The Obama/Wheeler power grab to regulate the web. Individual Americans, not Washington bureaucrats, should be free to use whatever products they want. The Obama/Wheeler power grab to regulate the web is a exploitation  of net neutrality. It broke a hands-off system that worked exceptionally smoothly for decades with Republican and Democrat backing.",1.0
2302,972831,2898228,"Dear FCC,  My comments re: the FCC regulations on the Internet. I would like to implore you to repeal Obama's power grab to regulate Internet access. Individual citizens, not the FCC, ought to enjoy which services we want. Obama's power grab to regulate Internet access is a exploitation  of the open Internet. It stopped a free-market policy that worked exceptionally smoothly for decades with nearly universal approval.",1.0
2304,1034211,2959613,"To whom it may concern:  I am concerned about Internet regulation. I want to suggest Chairman Pai to repeal President Obama's plan to control the web. Internet users, not the FCC Enforcement Bureau, should be empowered to purchase whatever products they want. President Obama's plan to control the web is a perversion of net neutrality. It broke a market-based approach that worked very successfully for a long time with broad bipartisan approval.",1.0
2305,1429242,3992512,"FCC:  I'm very worried about net neutrality and Title II. I would like to advocate Chairman Pai to rescind Obama's scheme to regulate Internet access. Individual citizens, as opposed to Washington bureaucrats, ought to select which applications they choose. Obama's scheme to regulate Internet access is a perversion of net neutrality. It disrupted a free-market system that functioned supremely smoothly for two decades with bipartisan backing.",1.0
2306,1172309,3274913,"Dear Mr. Pai,  I am concerned about Internet freedom. I'd like to suggest the Federal Communications Commission to rescind President Obama's power grab to control the Internet. Individual Americans, as opposed to Washington bureaucrats, should be able to enjoy whichever services they prefer. President Obama's power grab to control the Internet is a corruption of net neutrality. It stopped a hands-off framework that worked very, very successfully for a long time with Republican and Democrat support.",1.0
2307,1355428,3523169,"Dear Chairman Pai,  Regarding restoring Internet freedom. I would like to advocate Chairman Pai to undo Tom Wheeler's policy to control the web. Citizens, rather than the FCC, should be able to buy whichever products they want. Tom Wheeler's policy to control the web is a betrayal of net neutrality. It stopped a hands-off approach that functioned very well for decades with Republican and Democrat consensus.",1.0
2309,482497,1744168,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Stacey M Kelly",1.0
2311,770761,2696122,"FCC commissioners,  I'm a voter worried about the Open Internet order. I'd like to demand the commissioners to undo President Obama's plan to control the web. Internet users, as opposed to big government, deserve to enjoy which products they choose. President Obama's plan to control the web is a corruption of the open Internet. It undid a pro-consumer approach that performed very, very smoothly for two decades with bipartisan backing.",1.0
2314,1305496,3422045,"FCC commissioners,  Hi, I'd like to comment on Internet regulation and net neutrality. I'd like to urge Chairman Pai to overturn The Obama/Wheeler order to control Internet access. People like me, as opposed to so-called experts, ought to buy whatever applications we prefer. The Obama/Wheeler order to control Internet access is a perversion of the open Internet. It broke a free-market system that worked fabulously successfully for a long time with bipartisan approval.",1.0
2316,973673,2899070,"Dear Mr. Pai,  I'm very concerned about NET NEUTRALITY. I recommend the commission to undo Tom Wheeler's policy to regulate broadband. People like me, as opposed to Washington bureaucrats, should buy the products we prefer. Tom Wheeler's policy to regulate broadband is a perversion of the open Internet. It stopped a pro-consumer system that worked remarkably well for many years with bipartisan consensus.",1.0
2318,1180231,3282835,"To the FCC:  I'm concerned about Title II rules. I want to recommend the commissioners to rescind The Obama/Wheeler policy to regulate the web. Citizens, as opposed to Washington, should be able to enjoy the services they prefer. The Obama/Wheeler policy to regulate the web is a corruption of net neutrality. It ended a pro-consumer policy that performed exceptionally successfully for two decades with both parties' approval.",1.0
2323,2389236,9182468,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Hester J Johnson",1.0
2327,1107492,3210090,"To whom it may concern:  I want to give my opinion on restoring Internet freedom. I strongly ask Chairman Pai to undo Barack Obama's scheme to take over Internet access. Individual citizens, not the FCC, should be free to purchase which products they prefer. Barack Obama's scheme to take over Internet access is a distortion of the open Internet. It ended a pro-consumer policy that worked remarkably well for a long time with both parties' backing.",1.0
2328,1596655,4937778,"Mr Pai:  I want to give my opinion on internet regulations. I would like to urge Ajit Pai to overturn Obama's scheme to regulate broadband. Citizens, as opposed to unelected bureaucrats, should be able to select the products we want. Obama's scheme to regulate broadband is a exploitation  of the open Internet. It broke a light-touch approach that performed supremely successfully for a long time with both parties' backing.",1.0
2329,810088,2735449,"FCC:  I'd like to share my thoughts on the FCC regulations on the Internet. I want to advocate Chairman Pai to repeal President Obama's plan to regulate Internet access. Americans, not Washington bureaucrats, deserve to buy whichever applications they desire. President Obama's plan to regulate Internet access is a distortion of net neutrality. It stopped a light-touch framework that functioned supremely well for two decades with Republican and Democrat consensus.",1.0
2330,1471054,4071973,"Chairman Pai:  Hi, I'd like to comment on Net neutrality. I recommend the government to overturn The previous administration's power grab to regulate Internet access. Individual Americans, rather than big government, ought to select whatever services they prefer. The previous administration's power grab to regulate Internet access is a exploitation  of the open Internet. It disrupted a pro-consumer policy that functioned fabulously well for two decades with both parties' approval.",1.0
2332,1371766,3877065,"To whom it may concern:  I'm a voter worried about the Open Internet order. I'd like to urge you to undo Tom Wheeler's decision to control the Internet. Individual Americans, rather than unelected bureaucrats, should be able to purchase which applications they desire. Tom Wheeler's decision to control the Internet is a betrayal of the open Internet. It broke a light-touch system that functioned very, very smoothly for a long time with Republican and Democrat support.",1.0
2336,1061192,2986783,"Dear Commissioners:  With respect to net neutrality and Title II. I ask the commission to undo President Obama's scheme to take over the web. People like me, as opposed to Washington bureaucrats, should be empowered to purchase whatever products they desire. President Obama's scheme to take over the web is a perversion of net neutrality. It undid a market-based system that worked very well for decades with bipartisan consensus.",1.0
2337,1387056,3907049,"To the Federal Communications Commission:  Hi, I'd like to comment on net neutrality rules. I recommend the commissioners to repeal Barack Obama's decision to control Internet access. Individual citizens, not the FCC, ought to purchase the applications they choose. Barack Obama's decision to control Internet access is a distortion of the open Internet. It broke a hands-off approach that performed remarkably well for decades with Republican and Democrat consensus.",1.0
2338,1017022,2942424,"To whom it may concern:  My comments re: Internet Freedom. I want to demand Ajit Pai to repeal President Obama's power grab to control Internet access. Citizens, not so-called experts, should be free to purchase whatever applications we prefer. President Obama's power grab to control Internet access is a exploitation  of net neutrality. It stopped a hands-off approach that functioned exceptionally successfully for many years with broad bipartisan backing.",1.0
2339,1533762,4659640,"Dear Mr. Pai,  I'm concerned about net neutrality. I want to request Chairman Pai to reverse Tom Wheeler's order to control the Internet. Individual citizens, not Washington bureaucrats, should be able to buy whatever applications they choose. Tom Wheeler's order to control the Internet is a distortion of the open Internet. It undid a market-based framework that performed remarkably well for decades with bipartisan consensus.",1.0
2341,396011,1109744,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Jack Baggett",1.0
2343,1046803,2972207,"Dear Mr. Pai,  I'm a voter worried about the FCC's so-called Open Internet order. I suggest the government to undo Tom Wheeler's order to control the web. People like me, not the FCC Enforcement Bureau, ought to purchase whichever products we want. Tom Wheeler's order to control the web is a distortion of net neutrality. It disrupted a light-touch policy that worked very well for many years with Republican and Democrat consensus.",1.0
2344,2915479,21804748,"As an Internet user, I’m asking the FCC to protect the net neutrality protections currently in place. Large cable companies claim to support the principles of net neutrality, but without the clear rules in place under Title II, those principles will be impossible to enforce. 

The FCC should reject Chairman Ajit Pai’s plan to give the government-subsidized telecom giants like AT&T, Verizon, and Comcast the legal cover to engage in data discrimination, stripping Internet users of the vital privacy and access protections we fought for and won just two years ago. 

I’m concerned about ISPs being allowed to discriminate against certain types of data or websites because users will have fewer options and a less diverse Internet. Thankfully, the existing Open Internet rules ensure that Internet providers can’t block or slow users’ ability to see certain web services or engage in data discrimination by charging websites and online services more money to reach consumers faster. That’s the best way forward to make sure competition in the Internet space is fair and benefits small businesses and consumers as well as larger players. Pai’s proposal would transform Internet providers into Internet gatekeepers with an effective veto right on expression and innovation. That’s contrary to the basic precepts on which the Internet was built. 

The Internet is a place where people are able to speak their views, start businesses, and receive an education. By placing restrictions on the Internet, everyday individuals would be denied their rights to freedom of speech, and small businesses could potentially be beat out by large corporations and be forced to shut down. And, with slowed internet speeds, children and adults would both be hindered in seeking an education, which is necessary to survive in our society. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.",1.0
2346,1246844,3349451,"Dear Commissioners:  I have concerns about the Open Internet order. I'd like to demand Chairman Pai to rescind President Obama's scheme to control the web. Individuals, rather than so-called experts, should be free to buy the services they choose. President Obama's scheme to control the web is a distortion of net neutrality. It undid a free-market policy that worked very successfully for many years with nearly universal support.",1.0
2351,2323762,8609589,"As an Internet user, I'm asking the FCC to protect the net neutrality protections currently in place. 

The FCC should throw out Chairman Ajit Pai's proposal to give the ISP monopolies like Comcast, AT&T, and Verizon the authority to create Internet fast lanes, stripping Internet users of the meaningful access and privacy protections we fought for and just recently won. 

I'm concerned about ISPs being allowed to discriminate against certain types of data or websites, because users will have fewer options and a less diverse Internet. Thankfully, the current net neutrality rules ensure that Internet providers can't slow or block our ability to see certain websites or create Internet ""fast lanes"" by charging websites and online service money to reach customers faster. That's exactly the right balance to ensure the Internet remains a level playing field that benefits small businesses and Internet users as well as larger players. Pai's proposed repeal of the rules would transform ISPs into Internet gatekeepers with an effective veto right on innovation and expression. That's not the kind of Internet we want to pass on to future generations of technology users. 

I urge you to keep Title II net neutrality in place, and safeguard Internet users like me.

Sincerely,
Alvina H Whitten",1.0
2352,1376344,3886131,"Mr Pai:  I would like to comment on net neutrality regulations. I'd like to demand you to repeal Obama's plan to regulate broadband. Americans, rather than Washington bureaucrats, should select the products we choose. Obama's plan to regulate broadband is a betrayal of net neutrality. It stopped a free-market approach that functioned exceptionally well for two decades with Republican and Democrat support.",1.0
2354,1491271,4471380,"Dear Commissioners:  Hi, I'd like to comment on the FCC rules on the Internet. I request the commission to reverse The previous administration's power grab to take over the web. Americans, as opposed to the FCC Enforcement Bureau, deserve to purchase whichever products they prefer. The previous administration's power grab to take over the web is a perversion of the open Internet. It stopped a light-touch policy that performed fabulously smoothly for a long time with nearly universal backing.",1.0
2355,950453,2875850,"Dear Commissioners:  I have thoughts on an open Internet. I want to demand the commission to repeal The previous administration's order to take over the web. Internet users, as opposed to the FCC Enforcement Bureau, should be free to enjoy the services we want. The previous administration's order to take over the web is a exploitation  of net neutrality. It ended a light-touch system that worked very smoothly for decades with both parties' backing.",1.0
2358,1068735,2994779,"Dear FCC,  I have thoughts on regulations on the Internet. I advocate Chairman Pai to overturn Obama's policy to control broadband. Individuals, rather than the FCC, should be free to purchase which services they choose. Obama's policy to control broadband is a corruption of net neutrality. It stopped a market-based approach that worked supremely smoothly for decades with bipartisan backing.",1.0
2359,1515644,4580175,"Dear Chairman Pai,  I'm contacting you about the Obama takeover of the Internet. I strongly implore the government to rescind President Obama's order to take over Internet access. Individual citizens, not unelected bureaucrats, should be free to enjoy whichever products they desire. President Obama's order to take over Internet access is a betrayal of net neutrality. It disrupted a hands-off framework that worked remarkably smoothly for a long time with both parties' support.",1.0
2360,1462669,4057280,"To the Federal Communications Commission:  I'm very worried about Net Neutrality and Title II. I request the commissioners to repeal President Obama's plan to take over the web. Individuals, not the FCC Enforcement Bureau, should enjoy the services we desire. President Obama's plan to take over the web is a perversion of the open Internet. It disrupted a free-market system that functioned very, very smoothly for two decades with Republican and Democrat consensus.",1.0
2363,1469036,4068667,"To the Federal Communications Commission:  I'm very concerned about the FCC regulations on the Internet. I request the commission to overturn Obama's decision to take over the web. Internet users, not big government, should be free to purchase whichever applications they desire. Obama's decision to take over the web is a betrayal of net neutrality. It broke a hands-off policy that worked remarkably well for many years with both parties' backing.",1.0
2366,1558802,4770681,"FCC commissioners,  In the matter of the FCC's so-called Open Internet order. I would like to demand the FCC to undo Tom Wheeler's plan to take over broadband. Individual Americans, not big government, should buy whichever services they prefer. Tom Wheeler's plan to take over broadband is a exploitation  of the open Internet. It undid a pro-consumer approach that performed remarkably smoothly for many years with Republican and Democrat backing.",1.0
2368,1267876,3370483,"To the FCC:  Hi, I'd like to comment on the FCC regulations on the Internet. I'd like to suggest the commission to rescind President Obama's decision to regulate the Internet. Individuals, as opposed to big government, should be free to buy which services we want. President Obama's decision to regulate the Internet is a exploitation  of the open Internet. It disrupted a light-touch policy that worked very, very smoothly for decades with broad bipartisan backing.",1.0
2369,1264777,3367384,"Mr Pai:  I'm very concerned about Internet regulation. I want to implore the FCC to repeal Obama's order to control broadband. Individuals, rather than the FCC, should be empowered to use whatever applications we want. Obama's order to control broadband is a betrayal of net neutrality. It broke a hands-off framework that performed remarkably smoothly for decades with Republican and Democrat support.",1.0
